false_positive_rate,true_positive_rate
0.3385714285714286,0.9255
0.3414285714285714,0.9255
0.3414285714285714,0.926
0.3417142857142857,0.926
0.3417142857142857,0.9265
0.342,0.9265
0.342,0.927
0.34314285714285714,0.927
0.34314285714285714,0.9275
0.34485714285714286,0.9275
0.34485714285714286,0.928
0.34514285714285714,0.928
0.34514285714285714,0.9285
0.3454285714285714,0.9285
0.3454285714285714,0.929
0.3464285714285714,0.929
0.3464285714285714,0.9295
0.3505714285714286,0.9295
0.3505714285714286,0.93
0.35185714285714287,0.93
0.35185714285714287,0.9305
0.35214285714285715,0.9305
0.35214285714285715,0.931
0.35285714285714287,0.931
0.35285714285714287,0.9315
0.35414285714285715,0.9315
0.35414285714285715,0.932
0.3557142857142857,0.932
0.3557142857142857,0.9325
0.35642857142857143,0.9325
0.35642857142857143,0.933
0.3588571428571429,0.933
0.3588571428571429,0.9335
0.3628571428571429,0.9335
0.3628571428571429,0.934
0.37114285714285716,0.934
0.37114285714285716,0.9345
0.37342857142857144,0.9345
0.37342857142857144,0.935
0.376,0.935
0.376,0.9355
0.379,0.9355
0.379,0.9365
0.37942857142857145,0.9365
0.37942857142857145,0.937
0.3801428571428571,0.937
0.3801428571428571,0.9375
0.381,0.9375
0.381,0.938
0.38442857142857145,0.938
0.38442857142857145,0.9385
0.38457142857142856,0.9385
0.38457142857142856,0.939
0.38671428571428573,0.939
0.38671428571428573,0.9395
0.39414285714285713,0.9395
0.39414285714285713,0.94
0.395,0.94
0.395,0.9405
0.3977142857142857,0.9405
0.3977142857142857,0.9415
0.3995714285714286,0.9415
0.3995714285714286,0.942
0.4005714285714286,0.942
0.4005714285714286,0.9425
0.4022857142857143,0.9425
0.4022857142857143,0.943
0.4032857142857143,0.943
0.4032857142857143,0.9435
0.40385714285714286,0.9435
0.40385714285714286,0.944
0.4054285714285714,0.944
0.4054285714285714,0.9445
0.4082857142857143,0.9445
0.4082857142857143,0.945
0.4095714285714286,0.945
0.4095714285714286,0.9455
0.4107142857142857,0.9455
0.4107142857142857,0.946
0.4115714285714286,0.946
0.4115714285714286,0.9465
0.417,0.9465
0.417,0.947
0.41914285714285715,0.947
0.41914285714285715,0.948
0.42128571428571426,0.948
0.42128571428571426,0.9485
0.431,0.9485
0.431,0.949
0.43342857142857144,0.949
0.43342857142857144,0.95
0.43385714285714283,0.95
0.43385714285714283,0.9505
0.43485714285714283,0.9505
0.43485714285714283,0.951
0.4382857142857143,0.951
0.4382857142857143,0.9515
0.4432857142857143,0.9515
0.4432857142857143,0.952
0.444,0.952
0.444,0.9525
0.44457142857142856,0.9525
0.44457142857142856,0.953
0.44642857142857145,0.953
0.44642857142857145,0.9535
0.44742857142857145,0.9535
0.44742857142857145,0.954
0.45057142857142857,0.954
0.45057142857142857,0.9545
0.45185714285714285,0.9545
0.45185714285714285,0.955
0.4521428571428571,0.955
0.4521428571428571,0.9555
0.45371428571428574,0.9555
0.45371428571428574,0.956
0.45557142857142857,0.956
0.45557142857142857,0.957
0.459,0.957
0.459,0.9575
0.4604285714285714,0.9575
0.4604285714285714,0.958
0.461,0.958
0.461,0.9585
0.462,0.9585
0.462,0.959
0.4645714285714286,0.959
0.4645714285714286,0.9595
